temperatura,humidade,unidade_temperatura
"17.72222222222222","0.84","c"
"19.81666666666667","0.69","c"
"69.75","0.58","f"
"21.238888888888894","0.53","c"
"21.2","0.56","c"
"72.08","0.53","f"
"24.833333333333332","0.4","c"
"78.74","0.42","f"
"26.03888888888889","0.4","c"
"25.92777777777778","0.43","c"
"","0.45","f"
"22.84444444444445","0.65","c"
"19.255555555555553","0.79","c"
"63.96","0.84","f"
"16.666666666666668","0.9","c"
"16.022222222222226","0.91","c"
"15.094444444444447","0.93","c"
"59.13","0.96","f"
"16.22222222222222","0.92","c"
"13.527777777777779","1.0","c"
"13.06666666666667","0.99","c"
"13.805555555555555","0.95","c"
"","0.99","c"
"17.22222222222222","0.87","c"
"18.744444444444444","0.83","c"
"","0.69","c"
"72.88","0.63","f"
"74.7","0.58","f"
"26.016666666666666","0.48","c"
"27.577777777777776","0.51","c"
"82.57","0.51","f"
"82.94","0.53","f"
"27.355555555555554","0.47","c"
"27.40555555555555","0.46","c"
"27.36111111111111","0.47","c"
"24.92777777777778","0.62","c"
"70.72","0.76","f"
"64.47","0.95","f"
"17.972222222222218","0.92","c"
"64.51","0.92","f"
"18.8","","c"
"18.22222222222222","0.97","c"
"18.072222222222223","0.98","c"
"16.622222222222224","0.99","c"
"60.97","","f"
"15.955555555555556","0.99","c"
"62.760000000000005","","f"
"69.48","","f"
"23.40555555555555","0.74","c"
"26.049999999999997","0.59","c"
"82.54","0.5","f"
"29.58888888888889","0.54","c"
"","0.49","c"
"29.04444444444444","0.46","c"
"30.33888888888889","0.47","c"
"86.95","0.46","f"
"31.62777777777778","","c"
"88.45","0.44","f"
"86.75","0.46","f"
"30.616666666666667","0.59","c"
"25.25","0.75","c"
"22.17222222222222","0.87","c"
"","0.9","c"
"20.25555555555555","0.92","c"
"17.272222222222226","0.93","c"
"","0.96","f"
"17.9","0.71","c"
"15.672222222222224","0.95","c"
"59.25","0.95","f"
"15.555555555555555","0.97","c"
"62.95","0.92","f"
"64.0","0.9","f"
"67.82","0.79","f"
"22.127777777777776","0.64","c"
"22.68333333333333","0.53","c"
"76.61","0.48","f"
"78.83","0.4","f"
"26.016666666666666","0.39","c"
"26.055555555555557","0.43","c"
"26.955555555555552","0.39","c"
"80.47","0.39","f"
"26.966666666666672","0.41","c"
"78.82","0.44","f"
"72.94","0.57","f"
"","0.66","c"
"20.85555555555556","","c"
"20.811111111111106","","c"
"19.58888888888889","0.63","c"
"19.172222222222224","0.61","c"
"19.172222222222224","0.58","c"
"14.372222222222222","0.91","c"
"64.47","0.67","f"
"16.461111111111112","0.84","c"
"58.43","0.91","f"
"58.95","0.87","f"
"63.83","0.74","f"
"67.6","","f"
"71.79","0.55","f"
"74.83","0.5","f"
"76.75","0.42","f"
"26.03888888888889","0.42","c"
"80.33","0.38","f"
"27.199999999999996","0.39","c"
"27.183333333333337","0.35","c"
"27.17222222222222","0.36","c"
"80.08","0.35","f"
"78.95","0.4","f"
"23.86111111111111","0.51","c"
"","0.62","f"
"65.79","0.74","f"
"64.72","0.79","f"
"62.24","0.85","f"
"59.88","0.9","f"
"57.88","0.93","f"
"58.24","0.94","f"
"13.311111111111112","0.96","c"
"12.733333333333334","0.96","c"
"","0.95","c"
"12.68888888888889","0.96","c"
"16.977777777777778","0.93","c"
"","0.74","c"
"23.8","0.58","c"
"24.90555555555555","0.54","c"
"25.90555555555555","0.47","c"
"80.54","0.4","f"
"","0.4","c"
"82.26","0.36","f"
"27.399999999999995","0.38","c"
"","0.34","c"
"27.16111111111111","0.33","c"
"27.205555555555556","0.36","c"
"76.91","0.55","f"
"21.411111111111115","0.7","c"
"18.88888888888889","0.78","c"
"64.84","0.84","f"
"16.48888888888889","0.89","c"
"15.533333333333335","0.93","c"
"58.79","0.93","f"
"63.4","0.8","f"
"14.283333333333335","0.96","c"
"13.75","0.96","c"
"56.47","0.96","f"
"55.05","1.0","f"
"17.555555555555557","0.9","c"
"20.749999999999996","0.75","c"
"23.87222222222222","0.62","c"
"","0.51","c"
"81.42","0.4","f"
"82.89","0.37","f"
"28.194444444444443","0.36","c"
"84.15","0.35","f"
"84.85","0.37","f"
"84.49","0.35","f"
"83.25","0.38","f"
"27.933333333333334","0.45","c"
"79.08","0.53","f"
"21.755555555555553","","c"
"20.97222222222222","0.73","c"
"18.35555555555556","0.86","c"
"19.988888888888894","","c"
"","0.71","c"
"19.122222222222224","0.74","c"
"64.82","0.81","f"
"17.52777777777778","0.82","c"
"61.72","0.85","f"
"16.377777777777776","0.83","c"
"15.955555555555556","0.87","c"
"63.71999999999999","0.79","f"
"20.711111111111112","0.66","c"
"74.88","0.62","f"
"79.05","0.58","f"
"28.194444444444443","0.5","c"
"86.82","0.46","f"
"32.38333333333334","0.48","c"
"32.43333333333333","0.41","c"
"33.17777777777778","","c"
"90.91","0.43","f"
"31.52777777777778","0.53","c"
"29.261111111111113","0.63","c"
"78.87","0.68","f"
"75.38","0.77","f"
"22.644444444444446","0.79","c"
"21.533333333333335","0.87","c"
"21.055555555555557","","c"
"19.311111111111114","0.9","c"
"","0.93","f"
"","0.89","c"
"64.33","0.96","f"
"65.25","0.92","f"
"65.7","0.95","f"
"19.92777777777778","0.87","c"
"21.03888888888889","0.81","c"
"69.8","","f"
"21.016666666666666","0.73","c"
"71.84","0.64","f"
"72.68","","f"
"22.76111111111111","0.51","c"
"74.75","0.48","f"
"22.733333333333334","","c"
"72.88","0.51","f"
"22.199999999999996","0.58","c"
"70.43","0.61","f"
"21.18333333333333","0.67","c"
"20.09444444444445","0.72","c"
"19.188888888888894","0.75","c"
"17.82777777777778","0.78","c"
"17.77777777777778","0.8","c"
"16.944444444444443","0.84","c"
"60.79","0.9","f"
"14.472222222222221","0.9","c"
"15.72777777777778","0.88","c"
"12.82777777777778","0.95","c"
"12.68888888888889","0.96","c"
"12.17222222222222","0.95","c"
"12.155555555555557","0.93","c"
"15.933333333333334","0.93","c"
"65.39","0.79","f"
"71.64","0.65","f"
"23.666666666666664","0.55","c"
"76.8","0.53","f"
"78.91","0.47","f"
"27.416666666666664","0.47","c"
"27.866666666666664","0.47","c"
"29.0","0.46","c"
"84.3","0.46","f"
"83.9","0.45","f"
"28.41666666666667","0.53","c"
"77.04","0.61","f"
"","0.7","c"
"67.97","0.78","f"
"65.97","0.84","f"
"65.02","0.83","f"
"17.33888888888889","0.89","c"
"65.68","0.82","f"
"17.872222222222224","0.84","c"
"64.64","0.82","f"
"","0.87","f"
"16.93333333333333","0.88","c"
"17.083333333333332","0.87","c"
"18.70555555555556","","c"
"","0.75","f"
"23.733333333333334","0.63","c"
"78.96","0.58","f"
"28.84444444444445","0.54","c"
"","0.45","f"
"92.07","0.4","f"
"90.13","0.35","f"
"93.27","0.35","f"
"33.53888888888889","0.33","c"
"91.00999999999999","","f"
"90.96","0.41","f"
"28.694444444444443","","c"
"28.40555555555555","0.55","c"
"27.63888888888889","0.57","c"
"72.58","0.74","f"
"70.74","0.71","f"
"68.75","0.77","f"
"18.86666666666666","0.84","c"
"15.916666666666666","0.91","c"
"","0.84","f"
"65.87","","f"
"65.16","0.88","f"
"17.755555555555556","0.9","c"
"65.75","0.9","f"
"19.783333333333335","0.84","c"
"","0.84","c"
"65.83","","f"
"66.5","","f"
"65.87","0.9","f"
"67.75","0.85","f"
"68.37","0.83","f"
"67.75","0.85","f"
"67.75","0.85","f"
"19.02777777777778","0.89","c"
"17.77777777777778","","c"
"63.96","","f"
"63.05","0.98","f"
"","0.93","c"
"16.6","","c"
"","0.93","c"
"15.533333333333335","0.96","c"
"15.488888888888889","0.93","c"
"10.038888888888888","0.95","c"
"14.905555555555553","0.93","c"
"","0.9","f"
"14.31111111111111","0.87","c"
"54.0","0.92","f"
"13.72777777777778","0.9","c"
"14.772222222222224","0.79","c"
"17.083333333333332","0.72","c"
"","0.61","c"
"67.23","0.57","f"
"20.92777777777778","0.49","c"
"20.97222222222222","0.49","c"
"71.32","0.43","f"
"71.75","0.39","f"
"22.083333333333332","0.39","c"
"21.033333333333335","0.42","c"
"67.91","0.45","f"
"64.0","","f"
"56.39","0.83","f"
"12.249999999999998","0.86","c"
"","","c"
"10.905555555555557","0.91","c"
"","0.93","f"
"18.83888888888889","0.97","c"
"19.833333333333332","0.86","c"
"17.244444444444444","","c"
"62.04","1.0","f"
"62.43","0.99","f"
"17.68888888888889","1.0","c"
"71.47","","f"
"24.577777777777776","0.76","c"
"29.716666666666665","0.67","c"
"30.58888888888889","0.59","c"
"31.622222222222224","","c"
"87.41","0.58","f"
"33.461111111111116","0.45","c"
"34.650000000000006","0.51","c"
"95.46","0.52","f"
"33.48333333333333","0.45","c"
"34.038888888888884","0.49","c"
"93.16","0.61","f"
"88.44","0.68","f"
"77.03","0.78","f"
"","0.79","f"
"73.42","0.84","f"
"71.66","0.8","f"
"10.533333333333335","0.93","c"
"8.916666666666664","0.96","c"
"52.4","0.98","f"
"45.92","1.0","f"
"7.755555555555556","","c"
"46.54","0.99","f"
"","0.94","c"
"9.911111111111113","1.0","c"
"12.82777777777778","0.93","c"
"61.01","0.78","f"
"18.75","0.57","c"
"20.022222222222226","0.53","c"
"21.03888888888889","0.49","c"
"21.083333333333332","","c"
"71.7","0.39","f"
"","0.4","f"
"69.62","0.47","f"
"19.827777777777776","0.46","c"
"15.933333333333334","","c"
"","0.84","c"
"56.85","0.85","f"
"55.0","0.96","f"
"12.711111111111112","","c"
"12.277777777777779","0.99","c"
"12.616666666666667","1.0","c"
"","","f"
"53.71","0.91","f"
"","0.96","f"
"51.92","0.96","f"
"11.08888888888889","0.96","c"
"10.999999999999998","0.93","c"
"51.8","0.93","f"
"11.97777777777778","0.87","c"
"54.83","0.83","f"
"","0.72","f"
"58.75","","f"
"15.92777777777778","0.59","c"
"17.40555555555555","0.53","c"
"15.88888888888889","0.58","c"
"15.877777777777775","0.59","c"
"58.46","0.64","f"
"56.67","0.69","f"
"12.127777777777776","0.81","c"
"52.0","0.93","f"
"52.23","0.99","f"
"53.87","0.93","f"
"11.666666666666666","0.96","c"
"54.05","0.93","f"
"70.42","0.78","f"
"69.5","0.78","f"
"17.677777777777777","0.95","c"
"19.81666666666667","0.85","c"
"64.0","1.0","f"
"64.09","0.99","f"
"","1.0","f"
"65.79","0.99","f"
"65.77","0.93","f"
"19.977777777777774","0.92","c"
"","","c"
"22.11111111111111","0.76","c"
"23.79444444444444","0.69","c"
"23.81666666666667","0.73","c"
"76.49","0.64","f"
"78.62","0.61","f"
"75.09","0.68","f"
"76.94","","f"
"","0.64","c"
"22.849999999999998","0.72","c"
"21.32222222222222","0.84","c"
"18.88888888888889","0.93","c"
"18.82222222222222","0.93","c"
"65.32","0.98","f"
"17.666666666666668","1.0","c"
"17.16111111111111","1.0","c"
"21.25","0.89","c"
"61.97","1.0","f"
"","1.0","f"
"17.03888888888889","0.99","c"
"","0.99","c"
"65.55","0.93","f"
"69.27","0.88","f"
"22.61666666666666","0.79","c"
"","0.74","c"
"75.17","0.72","f"
"24.95","","c"
"26.083333333333332","","c"
"26.15555555555555","0.63","c"
"79.17","","f"
"83.14","0.59","f"
"26.227777777777774","0.63","c"
"28.28333333333333","0.6","c"
"26.03888888888889","0.65","c"
"73.55","","f"
"71.71","","f"
"71.75","0.84","f"
"70.83","0.88","f"
"21.50555555555555","0.88","c"
"21.550000000000004","0.9","c"
"63.61","0.99","f"
"71.71","0.9","f"
"21.52777777777778","0.93","c"
"","0.97","c"
"20.97222222222222","0.93","c"
"","0.82","c"
"74.34","0.81","f"
"24.777777777777775","0.8","c"
"78.76","0.74","f"
"29.00555555555555","0.75","c"
"","0.74","c"
"75.3","0.89","f"
"","0.94","f"
"78.71","0.79","f"
"","0.7","f"
"77.14","0.71","f"
"24.86111111111111","0.7","c"
"23.75","0.79","c"
"64.31","0.98","f"
"64.37","0.96","f"
"17.89444444444444","0.97","c"
"17.755555555555556","0.94","c"
"62.01","1.0","f"
"16.644444444444446","1.0","c"
"15.655555555555557","0.99","c"
"61.89","0.97","f"
"61.13","1.0","f"
"61.72","0.99","f"
"","1.0","c"
"63.88","0.97","f"
"65.33","0.94","f"
"63.92","1.0","f"
"18.83888888888889","","c"
"20.98888888888889","0.82","c"
"22.63888888888889","0.73","c"
"74.79","0.69","f"
"23.82222222222222","0.68","c"
"24.92777777777778","0.64","c"
"24.90555555555555","","c"
"24.91111111111111","0.61","c"
"24.90555555555555","0.58","c"
"72.96","0.71","f"
"20.33888888888889","0.84","c"
"","","f"
"63.92","0.96","f"
"","0.98","c"
"61.88","0.97","f"
"16.06666666666667","0.97","c"
"60.18","0.96","f"
"58.88","","f"
"","1.0","c"
"57.44","0.99","f"
"","0.99","c"
"63.64","0.9","f"
"19.644444444444446","0.8","c"
"20.90555555555555","0.74","c"
"","0.73","c"
"72.76","0.66","f"
"74.7","0.66","f"
"22.861111111111114","0.7","c"
"23.994444444444444","0.61","c"
"76.83","0.58","f"
"24.97222222222222","0.58","c"
"76.87","0.57","f"
"24.92777777777778","0.58","c"
"","0.66","c"
"70.26","0.78","f"
"65.87","0.93","f"
"17.733333333333334","0.97","c"
"17.394444444444446","0.96","c"
"16.6","0.97","c"
"15.533333333333335","1.0","c"
"15.127777777777775","0.99","c"
"14.933333333333334","","c"
"14.911111111111113","0.96","c"
"58.09","0.96","f"
"14.844444444444443","","c"
"63.68","1.0","f"
"21.733333333333334","0.82","c"
"72.92","0.71","f"
"76.87","","f"
"24.966666666666665","0.61","c"
"27.933333333333334","0.56","c"
"26.088888888888885","0.6","c"
"27.422222222222224","0.51","c"
"78.68","0.55","f"
"25.84444444444444","","c"
"76.97","0.61","f"
"74.97","0.68","f"
"23.82222222222222","0.66","c"
"68.75","0.85","f"
"18.87222222222222","0.9","c"
"17.76111111111111","0.93","c"
"62.629999999999995","0.94","f"
"1.4055555555555561","0.96","c"
"32.81","0.98","f"
"-3.75","0.92","c"
"22.32","0.92","f"
"22.46","0.92","f"
"","","c"
"19.39","0.92","f"
"","0.99","f"
"23.46","1.0","f"
"","1.0","f"
"","0.99","c"
"-4.105555555555556","1.0","c"
"-3.672222222222222","1.0","c"
"26.63","1.0","f"
"-2.5944444444444454","1.0","c"
"-1.849999999999999","1.0","c"
"","0.99","f"
"-0.7055555555555553","1.0","c"
"-0.43333333333333396","1.0","c"
"33.54","0.88","f"
"31.91","0.87","f"
"-0.03888888888888905","0.9","c"
"-0.2055555555555561","0.93","c"
"-0.344444444444445","1.0","c"
"-4.644444444444444","0.78","c"
"-7.433333333333333","0.75","c"
"-4.644444444444444","0.75","c"
"-5.900000000000001","0.73","c"
"","0.82","c"
"-6.283333333333333","0.84","c"
"-6.044444444444443","0.82","c"
"","0.8","f"
"-5.594444444444445","0.75","c"
"-6.861111111111112","0.69","c"
"22.37","0.67","f"
"25.52","0.64","f"
"-3.788888888888889","0.63","c"
"-3.744444444444443","0.62","c"
"25.52","0.6","f"
"23.24","0.64","f"
"-4.061111111111111","0.68","c"
"20.93","0.69","f"
"-6.311111111111111","0.75","c"
"-7.172222222222222","0.79","c"
"19.0","0.69","f"
"16.78","0.74","f"
"-8.36111111111111","0.72","c"
"15.530000000000001","0.75","f"
"15.8","0.75","f"
"-2.4555555555555566","0.95","c"
"-8.36111111111111","0.81","c"
"-8.961111111111112","0.81","c"
"-8.661111111111111","0.83","c"
"15.02","0.87","f"
"12.670000000000005","0.91","f"
"-5.961111111111112","0.92","c"
"-8.47777777777778","","c"
"-5.877777777777776","0.81","c"
"-5.922222222222222","0.72","c"
"","0.75","c"
"22.31","0.76","f"
"24.21","0.77","f"
"-4.483333333333333","0.92","c"
"","1.0","c"
"-5.594444444444445","0.92","c"
"-7.449999999999999","1.0","c"
"-7.461111111111112","1.0","c"
"-7.76111111111111","0.99","c"
"17.389999999999997","0.99","f"
"-6.727777777777778","0.99","c"
"21.28","0.96","f"
"22.2","1.0","f"
"24.59","0.99","f"
"-3.8166666666666678","0.9","c"
"27.39","1.0","f"
"-2.7333333333333343","0.99","c"
"-4.283333333333334","0.99","c"
"19.83","1.0","f"
"-5.583333333333333","1.0","c"
"-4.138888888888889","0.93","c"
"-4.122222222222224","0.92","c"
"-2.8666666666666667","0.85","c"
"-1.2277777777777783","0.83","c"
"-0.7055555555555553","0.89","c"
"31.0","0.89","f"
"-0.5833333333333337","0.87","c"
"-0.14999999999999977","0.88","c"
"-0.1388888888888889","0.88","c"
"-1.2944444444444434","0.85","c"
"-2.0555555555555554","0.85","c"
"-3.6611111111111114","0.92","c"
"-2.8277777777777775","","c"
"","0.85","f"
"-2.627777777777778","0.85","c"
"-2.0555555555555554","0.85","c"
"27.46","","f"
"","0.85","f"
"18.78","0.88","f"
"-4.216666666666667","0.85","c"
"-4.888888888888889","0.92","c"
"","0.91","f"
"-5.588888888888889","0.92","c"
"24.21","0.85","f"
"22.29","","f"
"","0.85","c"
"-5.750000000000001","0.85","c"
"24.82","0.78","f"
"24.56","","f"
"","","f"
"-3.861111111111111","0.75","c"
"","0.91","f"
"-2.538888888888889","0.91","c"
"0.06666666666666525","0.88","c"
"-4.616666666666666","0.81","c"
"-4.4222222222222225","0.81","c"
"22.44","0.76","f"
"-6.722222222222223","0.81","c"
"-6.316666666666667","0.78","c"
"-6.822222222222223","0.78","c"
"-6.538888888888888","0.81","c"
"17.23","","f"
"-7.455555555555557","0.81","c"
"-9.011111111111111","0.88","c"
"15.79","0.88","f"
"14.79","0.91","f"
"-9.044444444444444","0.92","c"
"15.670000000000002","0.92","f"
"-8.794444444444444","0.99","c"
"-8.738888888888889","1.0","c"
"16.84","1.0","f"
"-7.8999999999999995","0.93","c"
"","0.92","c"
"17.4","0.99","f"
"17.38","0.91","f"
"17.54","0.91","f"
"-7.588888888888889","0.91","c"
"-8.3","0.97","c"
"-8.188888888888888","0.91","c"
"","0.78","c"
"-7.355555555555554","0.8","c"
"-7.755555555555556","0.72","c"
"14.82","0.75","f"
"-8.405555555555555","0.78","c"
"","0.79","c"
"-8.422222222222222","0.82","c"
"-4.377777777777776","0.98","c"
"15.909999999999997","0.88","f"
"-9.527777777777779","0.88","c"
"-9.544444444444444","0.92","c"
"17.24","0.99","f"
"-7.716666666666667","","c"
"-7.838888888888889","","c"
"18.82","0.92","f"
"-7.0055555555555555","0.92","c"
"-7.633333333333332","0.99","c"
"-7.0055555555555555","0.88","c"
"20.04","0.88","f"
"-6.216666666666667","0.83","c"
"22.47","0.95","f"
"-5.83888888888889","0.91","c"
"21.81","0.98","f"
"-2.8499999999999996","","c"
"-2.872222222222223","0.92","c"
"26.77","0.98","f"
"26.79","0.99","f"
"25.75","0.99","f"
"25.7","0.96","f"
"-4.005555555555556","0.96","c"
"19.87","0.96","f"
"14.660000000000004","0.96","f"
"","1.0","c"
"14.810000000000002","0.96","f"
"16.53","0.96","f"
"-10.194444444444445","","c"
"-11.433333333333332","1.0","c"
"8.280000000000001","","f"
"-13.299999999999999","","c"
"","0.99","c"
"13.75","0.95","f"
"-11.238888888888889","0.99","c"
"-9.588888888888887","0.92","c"
"13.29","0.96","f"
"12.380000000000003","0.92","f"
"","0.84","c"
"12.829999999999998","0.88","f"
"-12.711111111111112","0.92","c"
"-11.627777777777778","0.96","c"
"9.619999999999997","0.98","f"
"-12.11111111111111","","c"
"10.119999999999997","0.96","f"
"9.159999999999997","0.99","f"
"","0.96","f"
"12.889999999999997","0.96","f"
"-13.044444444444444","","c"
"-12.31111111111111","0.96","c"
"11.93","0.96","f"
"-12.088888888888887","0.96","c"
"17.91","0.92","f"
"-7.805555555555555","0.92","c"
"-7.811111111111111","0.99","c"
"","","c"
"18.96","0.99","f"
"14.100000000000001","0.93","f"
"-9.777777777777779","0.92","c"
"22.71","0.92","f"
"-10.333333333333334","0.97","c"
"-10.377777777777778","0.99","c"
"13.25","0.88","f"
"-10.616666666666667","0.91","c"
"-12.938888888888888","0.91","c"
"-14.25","0.99","c"
"3.240000000000002","0.92","f"
"","0.92","c"
"5.559999999999995","","f"
"-14.588888888888887","0.95","c"
"6.77","0.96","f"
"17.12","0.92","f"
"0.9299999999999997","0.96","f"
"-12.950000000000001","0.96","c"
"","","c"
"7.43","0.89","f"
"-12.744444444444444","0.89","c"
"-12.383333333333333","0.88","c"
"-12.511111111111111","0.89","c"
"9.439999999999998","0.93","f"
"8.439999999999998","0.92","f"
"-11.722222222222221","0.93","c"
"-12.411111111111111","0.93","c"
"-12.327777777777776","0.93","c"
"12.79","0.93","f"
"12.560000000000002","0.92","f"
"-11.116666666666665","","c"
"","0.92","f"
"-12.127777777777776","1.0","c"
"-12.466666666666665","1.0","c"
"-12.716666666666667","0.95","c"
"-15.461111111111109","0.92","c"
"5.190000000000005","0.96","f"
"-16.755555555555556","0.96","c"
"1.7399999999999984","","f"
"1.6600000000000037","0.96","f"
"","0.87","f"
"","0.91","f"
"-19.9","0.91","c"
"-5.409999999999997","0.92","f"
"-21.41111111111111","0.95","c"
"","0.99","f"
"-6.149999999999999","0.92","f"
"-17.855555555555554","0.96","c"
"5.75","0.92","f"
"","0.95","f"
"-11.922222222222224","0.92","c"
"-10.955555555555556","0.84","c"
"-8.33888888888889","0.79","c"
"-8.483333333333333","0.75","c"
"16.01","0.78","f"
"","0.84","c"
"11.91","0.84","f"
"-11.644444444444446","0.92","c"
"-10.755555555555555","0.91","c"
"10.84","0.92","f"
"-12.405555555555555","0.92","c"
"-13.11111111111111","0.96","c"
"-13.183333333333334","","c"
"32.45","1.0","f"
"","0.99","c"
"28.5","1.0","f"
"-1.3833333333333324","1.0","c"
"-1.3999999999999997","1.0","c"
"-1.3444444444444454","1.0","c"
"-1.288888888888889","1.0","c"
"","0.99","c"
"34.66","1.0","f"
"36.77","1.0","f"
"3.75","0.99","c"
"2.638888888888889","","c"
"1.2222222222222239","1.0","c"
"0.7222222222222207","0.99","c"
"33.67","1.0","f"
"0.5833333333333317","1.0","c"
"31.44","0.99","f"
"-1.466666666666667","1.0","c"
"-0.6944444444444444","0.93","c"
"2.183333333333333","1.0","c"
"0.7222222222222207","1.0","c"
"-0.29999999999999954","","c"
"0.22777777777777589","1.0","c"
"","1.0","f"
"-13.1","0.85","c"
"-2.4666666666666672","0.95","c"
"9.649999999999999","","f"
"-12.43888888888889","0.85","c"
"12.96","0.89","f"
"-10.194444444444445","0.85","c"
"","0.82","f"
"-7.08888888888889","","c"
"23.81","0.78","f"
"25.34","0.8","f"
"-2.5","0.82","c"
"-2.155555555555555","0.81","c"
"28.93","0.88","f"
"-1.2999999999999998","0.86","c"
"-0.18333333333333238","0.82","c"
"-0.7111111111111117","0.88","c"
"-1.4555555555555562","0.91","c"
"-1.5388888888888888","0.92","c"
"-1.8611111111111118","0.92","c"
"27.41","0.92","f"
"","0.92","c"
"28.26","0.96","f"
"-2.033333333333333","0.95","c"
"-0.1555555555555562","0.96","c"
"33.91","0.96","f"
"31.78","0.99","f"
"1.0166666666666657","0.99","c"
"-0.383333333333334","0.96","c"
"","0.99","f"
"-0.27222222222222137","0.92","c"
"-0.22222222222222143","0.92","c"
"31.75","0.92","f"
"-0.7222222222222227","","c"
"1.9833333333333334","","c"
"36.55","0.96","f"
"1.6166666666666647","0.89","c"
"-0.33333333333333415","","c"
"","0.89","f"
"38.61","0.92","f"
"38.78","0.89","f"
"0.4833333333333319","0.95","c"
"35.79","0.92","f"
"2.6111111111111125","0.96","c"
"","0.96","c"
"32.86","","f"
"36.0","0.96","f"
"34.81","0.96","f"
"33.78","0.96","f"
"0.3388888888888886","0.96","c"
"41.63","0.94","f"
"","1.0","f"
"-0.827777777777777","0.96","c"
"30.31","","f"
"-0.5388888888888883","0.96","c"
"-1.8277777777777773","1.0","c"
"-0.6611111111111119","0.93","c"
"31.94","0.93","f"
"0.7444444444444464","0.93","c"
"35.48","0.98","f"
"4.511111111111109","0.93","c"
"44.31","0.89","f"
"8.027777777777779","0.92","c"
"47.47","0.93","f"
"45.34","0.93","f"
"6.705555555555556","0.93","c"
"6.472222222222221","0.94","c"
"41.21","0.96","f"
"41.06","0.96","f"
"","0.96","c"
"40.56","0.96","f"
"39.51","0.96","f"
"4.638888888888889","0.94","c"
"5.338888888888889","0.94","c"
"7.066666666666666","0.86","c"
"42.57","0.96","f"
"40.81","0.94","f"
"4.5055555555555555","0.94","c"
"5.177777777777778","0.93","c"
"5.166666666666665","0.93","c"
"3.7722222222222217","0.99","c"
"4.6000000000000005","0.93","c"
"5.966666666666668","0.9","c"
"10.794444444444444","0.81","c"
"10.972222222222221","0.81","c"
"52.09","0.85","f"
"56.71","0.77","f"
"54.8","0.83","f"
"12.066666666666666","","c"
"12.011111111111111","0.82","c"
"51.68","0.87","f"
"11.972222222222221","0.81","c"
"53.04","0.83","f"
"","0.86","f"
"10.350000000000001","0.87","c"
"7.588888888888887","0.89","c"
"45.06","0.86","f"
"6.766666666666667","0.87","c"
"7.822222222222221","0.87","c"
"10.388888888888891","0.87","c"
"50.7","0.89","f"
"51.5","0.87","f"
"51.67","0.82","f"
"51.79","0.81","f"
"10.050000000000002","0.86","c"
"10.972222222222221","0.81","c"
"12.016666666666667","","c"
"12.550000000000002","0.73","c"
"12.799999999999999","0.72","c"
"55.17","0.72","f"
"12.888888888888891","0.71","c"
"55.04","0.72","f"
"54.04","0.74","f"
"53.71","0.75","f"
"12.083333333333334","0.75","c"
"","0.81","f"
"10.894444444444444","","c"
"8.199999999999998","0.86","c"
"8.0","0.89","c"
"46.14","","f"
"47.99","0.96","f"
"7.8500000000000005","0.93","c"
"-4.98888888888889","0.98","c"
"7.96111111111111","0.87","c"
"6.83888888888889","0.84","c"
"45.09","0.88","f"
"","0.94","c"
"6.7777777777777795","0.94","c"
"8.455555555555556","0.93","c"
"44.64","1.0","f"
"40.76","0.99","f"
"1.988888888888888","","c"
"0.2722222222222233","0.93","c"
"-1.3722222222222216","0.92","c"
"-2.3277777777777784","0.96","c"
"-2.4444444444444438","0.96","c"
"27.55","0.9","f"
"26.26","0.92","f"
"23.85","","f"
"-5.855555555555555","1.0","c"
"21.94","1.0","f"
"21.25","1.0","f"
"21.27","0.96","f"
"-6.794444444444445","0.99","c"
"19.35","1.0","f"
"-7.027777777777777","0.96","c"
"-8.283333333333333","0.96","c"
"18.89","0.99","f"
"-7.333333333333333","0.96","c"
"-8.305555555555555","0.99","c"
"18.6","0.92","f"
"-8.049999999999999","0.99","c"
"-7.094444444444444","0.98","c"
"-7.588888888888889","0.95","c"
"-8.394444444444444","0.96","c"
"-8.122222222222224","0.88","c"
"-7.627777777777778","0.88","c"
"-8.327777777777776","0.87","c"
"-7.48888888888889","0.94","c"
"-7.033333333333333","0.95","c"
"18.78","1.0","f"
"-6.705555555555556","0.99","c"
"-8.005555555555555","0.99","c"
"-8.127777777777776","1.0","c"
"17.69","1.0","f"
"16.98","1.0","f"
"15.740000000000002","","f"
"15.899999999999999","","f"
"-9.011111111111111","0.96","c"
"16.74","0.96","f"
"11.68","0.91","f"
"","0.95","f"
"15.810000000000002","0.95","f"
"-8.944444444444445","","c"
"-9.066666666666666","0.99","c"
"17.11","0.99","f"
"-8.277777777777779","","c"
"-8.655555555555555","0.91","c"
"-10.355555555555556","0.99","c"
"-7.538888888888888","0.99","c"
"17.89","0.99","f"
"-7.861111111111111","0.92","c"
"-8.227777777777778","0.98","c"
"-8.566666666666668","0.91","c"
"","0.91","f"
"-9.927777777777777","0.98","c"
"13.869999999999997","0.99","f"
"","1.0","f"
"20.46","0.92","f"
"18.21","0.96","f"
"-8.77222222222222","0.96","c"
"-11.827777777777776","0.96","c"
"","0.91","c"
"-13.5","","c"
"13.339999999999996","0.99","f"
"7.699999999999999","0.91","f"
"-14.005555555555556","0.91","c"
"","0.92","c"
"-14.955555555555557","0.91","c"
"-14.927777777777777","0.91","c"
"8.27","","f"
"-12.827777777777778","0.99","c"
"11.91","0.91","f"
